"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","board.number","board.name","board.type","school.number","school.name","school.type","school.special.condition.code","school.level","school.language","grade.range","street","city","province","postal.code","enrolment","latitude","longitude","percentage.of.students.whose.first.language.is.not.english","percentage.of.students.whose.first.language.is.not.french","percentage.of.students.who.are.new.to.canada.from.a.non.english.speaking.country","percentage.of.students.who.are.new.to.canada.from.a.non.french.speaking.country","percentage.of.students.receiving.special.education.services","percentage.of.students.identified.as.gifted","percentage.of.school.aged.children.who.live.in.low.income.households","percentage.of.students.whose.parents.have.no.degree..diploma.or.certificate","confirmed_unidentified_cases"
2021-11-12,2021-11-15,"York Region District School Board","563982","Dr Roberta Bondar Public School","Vaughan",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","563982","Dr Roberta Bondar Public School","Public","Not applicable","Elementary","English","JK-8","401 Grand Trunk Avenue","Maple","Ontario","L6A0T4","850",43.8525,-79.4894,50,99,10,10,10,0,10,3,0
2021-11-12,2021-11-15,"York Region District School Board","619132","E J Sand Public School","Vaughan",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","619132","E J Sand Public School","Public","Not applicable","Elementary","English","JK-8","160 Henderson Ave","Thornhill","Ontario","L3T2L5","335",43.81169,-79.4126,80,100,30,35,10,0,40,5,0
2021-11-12,2021-11-15,"York Region District School Board","201545","Forest Run Elementary School","Vaughan",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","201545","Forest Run Elementary School","Public","Not applicable","Elementary","English","JK-8","200 Forest Run Boulevard","Woodbridge","Ontario","L4K5H3","435",43.836,-79.4859,60,100,10,5,15,0,10,0,0
2021-11-12,2021-11-15,"York Region District School Board","054640","Fossil Hill Public School","Vaughan",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","054640","Fossil Hill Public School","Public","Not applicable","Elementary","English","JK-8","2 Firenza Rd","Woodbridge","Ontario","L4H2P5","600",43.8368,-79.5651,70,100,8,8,6,0,10,9,0
2021-11-12,2021-11-15,"York Region District School Board","213772","Glad Park Public School","Whitchurch-Stouffville",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","213772","Glad Park Public School","Public","Not applicable","Elementary","English","JK-8","300 Glad Park Ave","Stouffville","Ontario","L4A1E5","755",43.9742,-79.2588,29,99,3,3,12,1,9,3,0
2021-11-12,2021-11-15,"York Region District School Board","442954","Glenn Gould Public School","Vaughan",3,1," 0",4,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","442954","Glenn Gould Public School","Public","Not applicable","Elementary","English","JK-8","675 Vellore Park Avenue","Vaughan","Ontario","L4H2G1","455",43.8605,-79.5574,60,100,10,10,10,10,15,0,0
2021-11-12,2021-11-15,"York Region District School Board","023016","Hartman Public School","Aurora",2,0," 0",2,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","023016","Hartman Public School","Public","Not applicable","Elementary","English","JK-8","130 River Ridge Blvd","Aurora","Ontario","L4G7T7","590",44.0111,-79.4404,37,100,7,7,10,1,9,1,0
2021-11-12,2021-11-15,"York Region District School Board","234460","Holland Landing Public School","East Gwillimbury",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","234460","Holland Landing Public School","Public","Not applicable","Elementary","English","JK-8","16 Holland River Blvd","Holland Landing","Ontario","L9N1C5","410",44.09604,-79.4777,20,100,10,10,15,0,5,0,0
2021-11-12,2021-11-15,"York Region District School Board","917893","Huron Heights Secondary School","Newmarket",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","917893","Huron Heights Secondary School","Public","Not applicable","Secondary","English","9-12","40 Huron Heights Dr","Newmarket","Ontario","L3Y3J9","1185",44.06421,-79.4459,10,100,2,1,33,1,10,5,0
2021-11-12,2021-11-15,"York Region District School Board","382809","Lorna Jackson Public School","Vaughan",2,0," 0",2,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","382809","Lorna Jackson Public School","Public","Not applicable","Elementary","English","JK-8","589 Napa Valley Ave","Woodbridge","Ontario","L4H1R1","460",43.8225,-79.6207,40,100,10,5,5,0,10,0,0
2021-11-12,2021-11-15,"York Region District School Board","356263","Meadowbrook Public School","Newmarket",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","356263","Meadowbrook Public School","Public","Not applicable","Elementary","English","JK-8","233 Patterson St","Newmarket","Ontario","L3Y3L5","310",44.06932,-79.4505,25,100,5,5,20,0,20,0,0
2021-11-12,2021-11-15,"York Region District School Board","456316","Mount Joy Public School","Markham",4,0," 0",4,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","456316","Mount Joy Public School","Public","Not applicable","Elementary","English","JK-8","281 Williamson Rd","Markham","Ontario","L6E1X1","630",43.9026,-79.2585,73,100,5,6,8,0,12,5,0
2021-11-12,2021-11-15,"York Region District School Board","400645","Nobleton Public School","King",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","400645","Nobleton Public School","Public","Not applicable","Elementary","English","JK-8","13375 Hwy 27","Nobleton","Ontario","L0G1N0","450",43.90899,-79.664,20,100,0,0,10,0,10,0,0
2021-11-12,2021-11-15,"York Region District School Board","413348","O M MacKillop Public School","Richmond Hill",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","413348","O M MacKillop Public School","Public","Not applicable","Elementary","English","JK-8","206 Lucas St","Richmond Hill","Ontario","L4C4P7","255",43.88147,-79.446,50,100,20,15,10,0,25,0,0
2021-11-12,2021-11-15,"York Region District School Board","548103","Phoebe Gilman Public School","East Gwillimbury",2,0," 0",2,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","548103","Phoebe Gilman Public School","Public","Not applicable","Elementary","English","JK-8","145 Harvest Hills Blvd","East Gwillimbury","Ontario","L9N0C1","760",44.06774,-79.4962,51,100,8,9,10,0,12,2,0
2021-11-12,2021-11-15,"York Region District School Board","450073","Poplar Bank Public School","Newmarket",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","450073","Poplar Bank Public School","Public","Not applicable","Elementary","English","JK-8","400 Woodspring Ave","Newmarket","Ontario","L3X2X1","640",44.06266,-79.4918,40,100,2,2,5,1,11,2,0
2021-11-12,2021-11-15,"York Region District School Board","483176","Richmond Rose Public School","Richmond Hill",2,1," 0",3,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","483176","Richmond Rose Public School","Public","Not applicable","Elementary","English","JK-8","160 Frank Endean Rd","Richmond Hill","Ontario","L4S1S7","590",43.88428,-79.4127,75,100,21,20,8,0,18,1,0
2021-11-12,2021-11-15,"York Region District School Board","003104","RomÃ©o Dallaire Public School","Vaughan",3,0," 0",3,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","003104","Roméo Dallaire Public School","Public","Not applicable","Elementary","English","JK-8","550 Peter Rupert Avenue","Maple","Ontario","L6A0S1","660",43.85542,-79.4984,46,100,0,0,6,1,9,2,0
2021-11-12,2021-11-15,"York Region District School Board","945455","Stouffville District Secondary School","Whitchurch-Stouffville",2,0," 0",2,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","945455","Stouffville District Secondary School","Public","Not applicable","Secondary","English","9-12","801 Hoover Park Dr","Stouffville","Ontario","L4A0A4","1190",43.9633,-79.2588,28,100,3,3,22,0,10,5,0
2021-11-12,2021-11-15,"York Region District School Board","544256","Sutton Public School","Georgina",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","544256","Sutton Public School","Public","Not applicable","Elementary","English","JK-8","5147 Baseline Rd","Sutton West","Ontario","L0E1R0","415",44.30205,-79.3676,5,100,0,0,20,0,15,0,0
2021-11-12,2021-11-15,"York Region District School Board","952516","Westmount Collegiate Institute","Vaughan",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","952516","Westmount Collegiate Institute","Public","Not applicable","Secondary","English","9-12","1000 New Westminster Dr","Thornhill","Ontario","L4J8G3","1340",43.8163,-79.4549,29,99,3,3,28,2,12,2,0
2021-11-12,2021-11-15,"York Region District School Board","634565","Windham Ridge Public School","Richmond Hill",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","634565","Windham Ridge Public School","Public","Not applicable","Elementary","English","1-8","32 Red Cardinal Trail","Richmond Hill","Ontario","L4E3Y4","620",43.93601,-79.473,43,99,2,3,5,0,12,1,0
2021-11-12,2021-11-15,"York Region District School Board","579246","W J Watson Public School","Georgina",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","579246","W J Watson Public School","Public","Not applicable","Elementary","English","JK-8","162 Carrick Ave","Keswick","Ontario","L4P3P2","385",44.24073,-79.4615,0,100,0,0,25,0,5,5,0
2021-11-15,2021-11-16,"Algoma District School Board","227331","Grand View Public School","Sault Ste. Marie",6,1," 0",7,"B28010","Algoma DSB","Pub Dist Sch Brd (E/F)","227331","Grand View Public School","Public","Not applicable","Elementary","English","JK-8","161 Denwood Dr","Sault Ste Marie","Ontario","P6A5R4","275",46.50955,-84.2659,0,100,0,0,10,0,10,0,0
2021-11-15,2021-11-16,"Algoma District School Board","278270","Isabel Fletcher Public School","Sault Ste. Marie",1,0," 0",1,"B28010","Algoma DSB","Pub Dist Sch Brd (E/F)","278270","Isabel Fletcher Public School","Public","Not applicable","Elementary","English","JK-6","599 Third Line","Sault Ste Marie","Ontario","P6A6K4","190",46.55114,-84.3789,0,100,0,0,10,0,20,10,0
2021-11-15,2021-11-16,"Algoma District School Board","442054","Pinewood Public School","Sault Ste. Marie",1,0," 0",1,"B28010","Algoma DSB","Pub Dist Sch Brd (E/F)","442054","Pinewood Public School","Public","Not applicable","Elementary","English","JK-8","3924 Queen St E","Sault Ste Marie","Ontario","P6A5K9","235",46.52417,-84.2477,5,100,0,0,10,0,20,0,0
2021-11-15,2021-11-16,"Algoma District School Board","468339","R M Moore Public School","Sault Ste. Marie",1,0," 0",1,"B28010","Algoma DSB","Pub Dist Sch Brd (E/F)","468339","R M Moore Public School","Public","Not applicable","Elementary","English","JK-8","1272 Base Line","Sault Ste Marie","Ontario","P6A6K4","270",46.52177,-84.4441,0,100,0,0,10,0,5,0,0
2021-11-15,2021-11-16,"Algonquin and Lakeshore Catholic District School Board","B67202","Board Site","Greater Napanee",0,1," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-11-15,2021-11-16,"Algonquin and Lakeshore Catholic District School Board","715298","Holy Cross Catholic Secondary School","Kingston",1,0," 0",1,"B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)","715298","Holy Cross Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","1085 Woodbine Rd","Kingston","Ontario","K7P2V9","1105",44.25899,-76.5987,5,100,1,2,25,0,8,1,0
2021-11-15,2021-11-16,"Algonquin and Lakeshore Catholic District School Board","717703","Holy Name Catholic School","Kingston",3,0," 0",3,"B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)","717703","Holy Name Catholic School","Catholic","Not applicable","Elementary","English","JK-8","370 Kingston Mills Road","Kingston","Ontario","K7L5H6","135",44.30068,-76.4242,0,100,0,0,20,0,5,5,0
2021-11-15,2021-11-16,"Algonquin and Lakeshore Catholic District School Board","756642","St Francis of Assisi Catholic School","Kingston",6,0," 0",6,"B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)","756642","St Francis of Assisi Catholic School","Catholic","Not applicable","Elementary","English","JK-8","114 Wiley Street","Kingston","Ontario","K7K5B5","265",44.26086,-76.4907,0,100,0,0,40,0,50,10,0
2021-11-15,2021-11-16,"Algonquin and Lakeshore Catholic District School Board","841358","St Paul Catholic Secondary School","Quinte West",1,0," 0",1,"B67202","Algonquin and Lakeshore CDSB","Cath Dist Sch Brd (E/F)","706744","St Paul Catholic Elementary School","Catholic","Not applicable","Elementary","English","7-8","15 Tripp Blvd","Trenton","Ontario","K8V6M2","165",44.0943,-77.5974,0,100,0,0,25,0,15,10,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","039306","Bedford Public School","Stratford",2,0," 0",2,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","039306","Bedford Public School","Public","Not applicable","Elementary","English","JK-6","59 Bedford Dr","Stratford","Ontario","N5A5J7","440",43.3824,-80.9722,0,100,5,5,5,0,15,5,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","899569","Central Huron Secondary School","Central Huron",1,0," 0",1,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","899569","Central Huron Secondary School","Public","Not applicable","Secondary","English","9-12","165 Princess St E","Clinton","Ontario","N0M1L0","440",43.61681,-81.5337,0,100,0,0,30,0,10,0,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","112917","Clinton Public School","Central Huron",1,0," 0",1,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","112917","Clinton Public School","Public","Not applicable","Elementary","English","JK-8","27 Percival St","Clinton","Ontario","N0M1L0","290",43.61488,-81.532,0,100,0,0,25,0,20,5,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","923095","Listowel District Secondary School","North Perth",2,0," 0",2,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","923095","Listowel District Secondary School","Public","Not applicable","Secondary","English","9-12","155 Maitland Ave S","Listowel","Ontario","N4W2M4","905",43.72751,-80.9467,14,100,1,1,18,2,8,18,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","285535","Little Falls Public School","St. Marys",1,0," 0",1,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","285535","Little Falls Public School","Public","Not applicable","Elementary","English","JK-6","25 Lindsay Atkinson Drive","St Marys","Ontario","N4X1B6","460",43.25111,-81.1319,0,100,5,0,10,0,5,0,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","517103","Maitland River Elementary Public School","North Huron",1,0," 0",1,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","517103","Maitland River Elementary Public School","Public","Not applicable","Elementary","English","JK-6","250 John St E","Wingham","Ontario","N0G2W0","470",43.88225,-81.3033,5,100,0,0,10,0,15,20,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","366021","Milverton Public School","Perth East",6,0," 0",6,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","366021","Milverton Public School","Public","Not applicable","Elementary","English","JK-8","68 Mill St E","Milverton","Ontario","N0K1M0","285",43.56293,-80.915,0,100,0,0,5,5,20,45,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","504475","Seaforth Public School","Huron East",1,0," 0",1,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","504475","Seaforth Public School","Public","Not applicable","Elementary","English","JK-8","58 Chalk North St N","Seaforth","Ontario","N0K1W0","295",43.55481,-81.3889,0,100,5,5,10,5,20,0,0
2021-11-15,2021-11-16,"Avon Maitland District School Board","097284","Stratford Intermediate School","Stratford",1,0," 0",1,"B66010","Avon Maitland DSB","Pub Dist Sch Brd (E/F)","097284","Stratford Intermediate School","Public","Not applicable","Elementary","English","7-8","60 St Andrew","Stratford","Ontario","N5A1A3","NA",43.371098,-80.988298,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-11-15,2021-11-16,"Bluewater District School Board","180789","Georgian Bay Community School","Meaford",1,0," 0",1,"B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)","180789","Georgian Bay Community School","Public","Not applicable","Elementary","English","4-8","125 Eliza Street","Meaford","Ontario","N4L1A4","310",44.60205,-80.5845,0,100,0,0,20,0,20,10,0
2021-11-15,2021-11-16,"Bluewater District School Board","915556","John Diefenbaker Senior School","Hanover",1,0," 0",1,"B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)","007681","John Diefenbaker Senior School","Public","Not applicable","Elementary","English","7-8","201 18Th Ave","Hanover","Ontario","N4N3S5","155",44.14844,-81.0317,0,100,0,0,30,5,20,10,0
2021-11-15,2021-11-16,"Bluewater District School Board","290604","Saugeen District Senior School","Saugeen Shores",1,0," 0",1,"B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)","290604","Saugeen District Senior School","Public","Not applicable","Elementary","English","7-8","780 Gustavus Street","Port Elgin","Ontario","N0H2C4","235",44.43179,-81.3847,10,95,5,5,20,0,10,0,0
2021-11-15,2021-11-16,"Bluewater District School Board","155683","Spruce Ridge Community School","West Grey",1,0," 0",1,"B66001","Bluewater DSB","Pub Dist Sch Brd (E/F)","155683","Spruce Ridge Community School","Public","Not applicable","Elementary","English","JK-8","239 Kincardine Street","Durham","Ontario","N0G1R0","360",44.17444,-80.8128,0,100,0,0,15,0,15,15,0
2021-11-15,2021-11-16,"Brant Haldimand Norfolk Catholic District School Board","688088","Assumption College School High School","Brantford",6,0," 0",6,"B67164","Brant Haldimand Norfolk CDSB","Cath Dist Sch Brd (E/F)","688088","Assumption College School High School","Catholic","Not applicable","Secondary","English","9-12","257 Shellard Lane","Brantford","Ontario","N3T0M7","1565",43.12153,-80.2974,2,100,1,1,17,2,13,5,0
2021-11-15,2021-11-16,"Brant Haldimand Norfolk Catholic District School Board","720232","Holy Trinity Catholic High School","Norfolk County",1,0," 0",1,"B67164","Brant Haldimand Norfolk CDSB","Cath Dist Sch Brd (E/F)","720232","Holy Trinity Catholic High School","Catholic","Not applicable","Secondary","English","9-12","128 Evergreen Hill Rd","Simcoe","Ontario","N3Y4N5","1035",42.82441,-80.3115,3,100,2,2,18,2,11,8,0
2021-11-15,2021-11-16,"Brant Haldimand Norfolk Catholic District School Board","704940","St. Basil Catholic Elementary School","Brantford",14,0," 0",14,"B67164","Brant Haldimand Norfolk CDSB","Cath Dist Sch Brd (E/F)","704940","St. Basil Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","365 Blackburn Drive","Brantford","Ontario","N3T0G5","525",43.11262,-80.2969,6,99,4,4,9,1,12,3,0
