"collected_date","reported_date","school_board","school_id","school","municipality","confirmed_student_cases","confirmed_staff_cases","confirmed_unspecified_cases","total_confirmed_cases","board.number","board.name","board.type","school.number","school.name","school.type","school.special.condition.code","school.level","school.language","grade.range","street","city","province","postal.code","enrolment","latitude","longitude","percentage.of.students.whose.first.language.is.not.english","percentage.of.students.whose.first.language.is.not.french","percentage.of.students.who.are.new.to.canada.from.a.non.english.speaking.country","percentage.of.students.who.are.new.to.canada.from.a.non.french.speaking.country","percentage.of.students.receiving.special.education.services","percentage.of.students.identified.as.gifted","percentage.of.school.aged.children.who.live.in.low.income.households","percentage.of.students.whose.parents.have.no.degree..diploma.or.certificate","confirmed_unidentified_cases"
2021-11-12,2021-11-15,"Upper Canada District School Board","897876","Charlottenburgh and Lancaster District High School","South Glengarry",2,0," 0",2,"B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)","897876","Charlottenburgh and Lancaster District High School","Public","Not applicable","Secondary","English","9-12","19743 John St","Williamstown","Ontario","K0C2J0","225",45.14456,-74.5729,0,100,0,0,35,0,10,10,0
2021-11-12,2021-11-15,"Upper Canada District School Board","642525","Children's Mental Health - Day Treatment","Cornwall",0,1," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-11-12,2021-11-15,"Upper Canada District School Board","902810","Cornwall Collegiate and Vocational School","Cornwall",1,0," 0",1,"B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)","902810","Cornwall Collegiate and Vocational School","Public","Not applicable","Secondary","English","9-12","437 Sydney Street","Cornwall","Ontario","K6H3H9","550",45.02286,-74.7281,14,99,2,2,39,0,23,11,0
2021-11-12,2021-11-15,"Upper Canada District School Board","942596","Smiths Falls District Collegiate Institute","Smiths Falls",1,0," 0",1,"B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)","942596","Smiths Falls District Collegiate Institute","Public","Not applicable","Secondary","English","9-12","299 Percy Street","Smiths Falls","Ontario","K7A5M2","620",44.88529,-76.0174,5,99,1,0,34,0,16,4,0
2021-11-12,2021-11-15,"Upper Canada District School Board","540056","St Lawrence Intermediate School","Cornwall",2,0," 0",2,"B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)","540056","St Lawrence Intermediate School","Public","Not applicable","Elementary","English","7-8","1450 Second Street East","Cornwall","Ontario","K6H5Z8","220",45.02934,-74.698,15,100,0,5,45,0,35,15,0
2021-11-12,2021-11-15,"Upper Canada District School Board","944670","St Lawrence Secondary School","Cornwall",2,0," 0",2,"B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)","540056","St Lawrence Intermediate School","Public","Not applicable","Elementary","English","7-8","1450 Second Street East","Cornwall","Ontario","K6H5Z8","220",45.02934,-74.698,15,100,0,5,45,0,35,15,0
2021-11-12,2021-11-15,"Upper Canada District School Board","578444","Viscount Alexander Public School","Cornwall",6,0," 0",6,"B66192","Upper Canada DSB","Pub Dist Sch Brd (E/F)","578444","Viscount Alexander Public School","Public","Not applicable","Elementary","English","JK-6","1401 Dover Road","Cornwall","Ontario","K6J1V6","455",45.0152,-74.7664,25,100,5,5,20,0,35,10,0
2021-11-12,2021-11-15,"Upper Grand District School Board","461059","Aberfoyle Public School","Puslinch",0,0," 1",1,"B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)","461059","Aberfoyle Public School","Public","Not applicable","Elementary","English","JK-8","16 Old Brock Rd RR 3","Puslinch","Ontario","N1H6H9","385",43.47228,-80.1474,5,100,0,0,15,0,10,5,1
2021-11-12,2021-11-15,"Upper Grand District School Board","148539","Drayton Heights Public School","Mapleton",0,0," 3",3,"B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)","148539","Drayton Heights Public School","Public","Not applicable","Elementary","English","JK-8","75 Wellington St S","Drayton","Ontario","N0G1P0","365",43.75137,-80.674,10,100,5,0,20,0,15,40,3
2021-11-12,2021-11-15,"Upper Grand District School Board","477416","John Galt Public School","Guelph",0,0," 1",1,"B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)","477416","John Galt Public School","Public","Not applicable","Elementary","English","JK-8","50 Laurine Ave","Guelph","Ontario","N1E4M9","365",43.5564,-80.2434,10,100,5,0,30,0,25,0,1
2021-11-12,2021-11-15,"Upper Grand District School Board","371483","Maryborough Public School","Mapleton",0,0," 1",1,"B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)","371483","Maryborough Public School","Public","Not applicable","Elementary","English","JK-6","73 McGivern St","Moorefield","Ontario","N0G2K0","190",43.75506,-80.6713,0,100,0,0,10,0,20,35,1
2021-11-12,2021-11-15,"Upper Grand District School Board","590665","Waverley Drive Public School","Guelph",0,0," 3",3,"B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)","590665","Waverley Drive Public School","Public","Not applicable","Elementary","English","JK-8","140 Waverley Dr","Guelph","Ontario","N1E1H2","550",43.57306,-80.2595,16,100,4,5,22,25,11,5,3
2021-11-12,2021-11-15,"Upper Grand District School Board","381646","Westminster Woods Public School","Guelph",0,0," 1",1,"B66117","Upper Grand DSB","Pub Dist Sch Brd (E/F)","381646","Westminster Woods Public School","Public","Not applicable","Elementary","English","JK-8","140 Goodwin Dr","Guelph","Ontario","N1L0G7","680",43.5099,-80.1798,35,100,9,10,8,1,6,1,1
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","732320","Monsignor Doyle Catholic Secondary School","Cambridge",2,0," 0",2,"B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)","732320","Monsignor Doyle Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","185 Myers Rd","Cambridge","Ontario","N1R7H2","1015",43.34084,-80.2977,12,100,2,2,27,0,10,7,0
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","829936","Saint John Paul II Catholic Elementary School","Kitchener",0,1," 0",1,"B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)","829936","Saint John Paul II Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","75 Pebblecreek Drive","Kitchener","Ontario","N2A4K1","760",43.44893,-80.4111,11,100,2,2,10,0,8,1,0
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","770876","St Anne Catholic Elementary School","Cambridge",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","771139","St Anne's Separate School","Catholic","Not applicable","Elementary","English","JK-8","1366 Huron St","London","Ontario","N5V2E2","270",43.02133,-81.2129,20,100,15,10,15,0,30,5,0
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","780650","St Brigid Catholic Elementary School","North Dumfries",1,0," 0",1,"B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)","780650","St Brigid Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","50 Broom St","Ayr","Ontario","N0B1E0","250",43.29102,-80.4602,5,100,0,5,15,0,0,5,0
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","820512","St Luke Catholic Elementary School","Waterloo",3,0," 0",3,"B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)","820512","St Luke Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","550 Chesapeake Dr","Waterloo","Ontario","N2K4G5","415",43.5095,-80.5049,15,100,5,0,15,0,10,0,0
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","823317","St Mark Catholic Elementary School","Kitchener",4,0," 0",4,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","823139","St Mark Separate School","Catholic","Not applicable","Elementary","English","JK-8","1440 Glenora Dr","London","Ontario","N5X1V2","415",43.0351,-81.2361,20,100,15,20,10,0,15,5,0
2021-11-12,2021-11-15,"Waterloo Catholic District School Board","851213","St Teresa Catholic Elementary School","Kitchener",1,0," 0",1,"B67148","Waterloo CDSB","Cath Dist Sch Brd (E/F)","851213","St Teresa Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","270 Edwin St","Kitchener","Ontario","N2H4P4","235",43.46766,-80.4879,10,100,10,10,20,0,20,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","013900","Alpine Public School","Kitchener",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","013900","Alpine Public School","Public","Not applicable","Elementary","English","JK-6","75 Lucerne Dr","Kitchener","Ontario","N2E1B4","275",43.41979,-80.4811,40,100,10,10,10,0,25,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","050512","Blair Road Public School","Cambridge",3,0," 0",3,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","050512","Blair Road Public School","Public","Not applicable","Elementary","English","JK-6","85 Sunset Blvd","Cambridge","Ontario","N1S1A9","295",43.37238,-80.3284,10,100,5,5,20,0,10,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","B66176","Board Site","Kitchener",0,1," 0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","089451","Cedar Creek Public School","North Dumfries",4,0," 0",4,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","089451","Cedar Creek Public School","Public","Not applicable","Elementary","English","JK-8","55 Hilltop Dr","Ayr","Ontario","N0B1E0","530",43.28377,-80.4402,3,100,1,1,27,0,3,4,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","100170","Chalmers Street Public School","Cambridge",0,1," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","100170","Chalmers Street Public School","Public","Not applicable","Elementary","English","JK-6","35 Chalmers St S","Cambridge","Ontario","N1R5B4","435",43.35194,-80.2967,15,100,5,5,20,0,20,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","108693","Clemens Mill Public School","Cambridge",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","108693","Clemens Mill Public School","Public","Not applicable","Elementary","English","JK-8","335 Saginaw Pkwy","Cambridge","Ontario","N1T1R6","670",43.3895,-80.2922,27,99,4,5,22,0,13,4,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","620432","Conestogo Public School","Woolwich",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","620432","Conestogo Public School","Public","Not applicable","Elementary","English","JK-8","1948 Sawmill Rd","Conestogo","Ontario","N0B1N0","245",43.54219,-80.5082,5,100,0,5,15,0,10,15,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","908142","Elmira District Secondary School","Woolwich",0,1," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","908142","Elmira District Secondary School","Public","Not applicable","Secondary","English","9-12","4 University Ave","Elmira","Ontario","N3B1K2","1330",43.59382,-80.5626,23,100,1,0,22,0,7,30,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","199389","Floradale Public School","Woolwich",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","199389","Floradale Public School","Public","Not applicable","Elementary","English","JK-8","35 Florapine Rd","Elmira","Ontario","N3B2Z1","255",43.63563,-80.5759,55,100,0,0,10,0,15,60,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","203394","Franklin Public School","Kitchener",0,1," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","203394","Franklin Public School","Public","Not applicable","Elementary","English","JK-6","371 Franklin St N","Kitchener","Ontario","N2A1Y9","585",43.44426,-80.4475,22,100,9,9,17,0,25,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","913340","Glenview Park Secondary School","Cambridge",0,2," 0",2,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","913340","Glenview Park Secondary School","Public","Not applicable","Secondary","English","9-12","55 McKay St","Cambridge","Ontario","N1R4G6","970",43.34627,-80.307,16,100,0,1,35,2,13,8,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","914070","Grand River Collegiate Institute","Kitchener",2,0," 0",2,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","914070","Grand River Collegiate Institute","Public","Not applicable","Secondary","English","9-12","175 Indian Rd","Kitchener","Ontario","N2B2S7","1245",43.45733,-80.4375,22,99,1,2,31,0,8,8,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","917931","Huron Heights Secondary School","Kitchener",0,1," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","917931","Huron Heights Secondary School","Public","Not applicable","Secondary","English","9-12","1825 Strasburg Road","Kitchener","Ontario","N2R1S3","1600",43.39472,-80.4665,31,100,3,3,24,0,10,3,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","308463","Laurelwood Public School","Waterloo",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","308463","Laurelwood Public School","Public","Not applicable","Elementary","English","JK-8","460 Brentcliffe Dr","Waterloo","Ontario","N2T2R5","665",43.46852,-80.5762,49,99,17,17,17,0,10,0,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","936480","Preston High School","Cambridge",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","936480","Preston High School","Public","Not applicable","Secondary","English","9-12","550 Rose St","Cambridge","Ontario","N3H2E6","1065",43.39123,-80.3655,16,100,2,2,30,1,9,4,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","095753","Preston Public School","Cambridge",1,1," 0",2,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","095753","Preston Public School","Public","Not applicable","Elementary","English","JK-6","210 Westminster Dr N","Cambridge","Ontario","N3H5C8","250",43.3976,-80.3575,20,95,10,10,35,0,20,0,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","488747","Rockway Public School","Kitchener",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","488747","Rockway Public School","Public","Not applicable","Elementary","English","JK-6","70 Vanier Dr","Kitchener","Ontario","N2C1J5","235",43.42917,-80.4642,40,100,20,20,15,0,45,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","942006","Sir John A Macdonald Secondary School","Waterloo",3,0," 0",3,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","942006","Sir John A Macdonald Secondary School","Public","Not applicable","Secondary","English","9-12","650 Laurelwood Dr","Waterloo","Ontario","N2V2V1","1630",43.47149,-80.5942,37,100,6,5,27,1,12,3,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","518905","Smithson Public School","Kitchener",10,0," 0",10,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","518905","Smithson Public School","Public","Not applicable","Elementary","English","JK-6","150 Belleview Ave","Kitchener","Ontario","N2B1G7","230",43.45406,-80.4614,10,100,5,5,15,0,15,10,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","524751","Southridge Public School","Kitchener",1,2," 0",3,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","524751","Southridge Public School","Public","Not applicable","Elementary","English","JK-6","1425 Queen's Blvd","Kitchener","Ontario","N2M5B3","410",43.42918,-80.5183,25,95,25,25,20,0,25,20,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","943894","Southwood Secondary School","Cambridge",2,0," 0",2,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","943894","Southwood Secondary School","Public","Not applicable","Secondary","English","9-12","30 Southwood Dr","Cambridge","Ontario","N1S4K3","665",43.35003,-80.3369,3,100,0,1,24,0,8,6,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","528781","St Andrew's Public School","Cambridge",2,0," 0",2,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","528781","St Andrew's Public School","Public","Not applicable","Elementary","English","6-8","65 Victoria Ave","Cambridge","Ontario","N1S1X2","315",43.35074,-80.3212,10,95,0,5,25,0,10,0,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","536717","Stewart Avenue Public School","Cambridge",0,5," 0",5,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","536717","Stewart Avenue Public School","Public","Not applicable","Elementary","English","JK-8","145 Stewart Ave","Cambridge","Ontario","N1R2V5","555",43.34865,-80.3025,11,99,1,1,28,0,21,6,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","547506","Tait Street Public School","Cambridge",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","547506","Tait Street Public School","Public","Not applicable","Elementary","English","JK-6","184 Tait St","Cambridge","Ontario","N1S3G3","525",43.33901,-80.3235,5,100,1,1,17,0,15,5,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","950912","Waterloo Collegiate Institute","Waterloo",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","950912","Waterloo Collegiate Institute","Public","Not applicable","Secondary","English","9-12","300 Hazel St","Waterloo","Ontario","N2L3P2","1475",43.47934,-80.53,48,99,18,19,20,1,16,7,0
2021-11-12,2021-11-15,"Waterloo Region District School Board","606189","W.T. Townshend Public School","Kitchener",1,0," 0",1,"B66176","Waterloo Region DSB","Pub Dist Sch Brd (E/F)","606189","W.T. Townshend Public School","Public","Not applicable","Elementary","English","JK-6","245 Activa Ave","Kitchener","Ontario","N2E4A3","660",43.40641,-80.5158,42,100,11,11,10,0,13,3,0
2021-11-12,2021-11-15,"Wellington Catholic District School Board","745529","Our Lady of Lourdes Catholic School","Guelph",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","745138","Our Lady of Lourdes Separate School","Catholic","Not applicable","Elementary","English","JK-8","103 Wellington St","Delaware","Ontario","N0L1E0","420",42.91074,-81.4095,0,100,0,0,10,0,10,5,0
2021-11-12,2021-11-15,"Wellington Catholic District School Board","756059","Sacred Heart Catholic School","Guelph",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","757225","Sacred Heart Separate School","Catholic","Not applicable","Elementary","English","JK-8","148 Ann St","Parkhill","Ontario","N0M2K0","115",43.1586,-81.6869,0,100,0,0,10,0,10,0,0
2021-11-12,2021-11-15,"Windsor-Essex Catholic District School Board","717835","Holy Name Catholic School","Essex",2,0," 0",2,"B67024","Windsor-Essex CDSB","Cath Dist Sch Brd (E/F)","717835","Holy Name Catholic School","Catholic","Not applicable","Elementary","English","JK-8","200 Fairview Ave W","Essex","Ontario","N8M1Y1","360",42.16473,-82.8208,0,100,0,0,25,0,10,0,0
2021-11-12,2021-11-15,"Windsor-Essex Catholic District School Board","806188","St Joseph Catholic School","Amherstburg",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","810916","St Joseph's High School","Catholic","Not applicable","Secondary","English","9-12","100 Bill Martyn Pkwy RR 4","St. Thomas","Ontario","N5R6A7","730",42.7538,-81.168,2,100,1,1,20,1,10,6,0
2021-11-12,2021-11-15,"Windsor-Essex Catholic District School Board","736163","St Joseph's High School","Windsor",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","810916","St Joseph's High School","Catholic","Not applicable","Secondary","English","9-12","100 Bill Martyn Pkwy RR 4","St. Thomas","Ontario","N5R6A7","730",42.7538,-81.168,2,100,1,1,20,1,10,6,0
2021-11-12,2021-11-15,"Windsor-Essex Catholic District School Board","847704","St Pius X Catholic School","Tecumseh",2,0," 0",2,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","847186","St Pius X Separate School","Catholic","Not applicable","Elementary","English","JK-8","255 Vancouver St","London","Ontario","N5W4R9","365",42.9938,-81.1854,5,100,5,0,10,0,30,5,0
2021-11-12,2021-11-15,"York Catholic District School Board","706809","Father Michael McGivney Catholic High School","Markham",2,0," 0",2,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","706809","Father Michael McGivney Catholic High School","Catholic","Not applicable","Secondary","English","9-12","5300 14th Ave","Markham","Ontario","L3S3K8","1115",43.84971,-79.2784,48,100,6,5,8,0,16,10,0
2021-11-12,2021-11-15,"York Catholic District School Board","720488","Holy Cross Catholic Academy High School","Vaughan",1,0," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","704253","Holy Cross Catholic Secondary School","Catholic","Not applicable","Secondary","English","9-12","367 Second St","Strathroy","Ontario","N7G4K6","430",42.98065,-81.6068,0,100,0,0,25,0,10,5,0
2021-11-12,2021-11-15,"York Catholic District School Board","721530","Immaculate Conception Catholic Elementary School","Vaughan",2,0," 0",2,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","721530","Immaculate Conception Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","500 Aberdeen Ave","Woodbridge","Ontario","L4L5J4","430",43.79311,-79.5706,10,100,5,0,15,0,10,0,0
2021-11-12,2021-11-15,"York Catholic District School Board","744026","Our Lady of Fatima Catholic Elementary School","Vaughan",10,0," 0",10,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","744026","Our Lady of Fatima Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","191 Crofters Rd","Woodbridge","Ontario","L4L7G3","540",43.81169,-79.6014,9,100,1,1,11,0,7,4,0
2021-11-12,2021-11-15,"York Catholic District School Board","822728","San Marco Catholic Elementary School","Vaughan",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","822728","San Marco Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","250 Coronation Dr","Woodbridge","Ontario","L4L6H3","285",43.79081,-79.6203,10,100,0,5,20,0,10,0,0
2021-11-12,2021-11-15,"York Catholic District School Board","762016","Sir Richard W Scott Catholic Elementary School","Markham",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","762016","Sir Richard W Scott Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","90 Roxbury St","Markham","Ontario","L3S3S8","295",43.85889,-79.2468,20,100,0,5,10,0,15,5,0
2021-11-12,2021-11-15,"York Catholic District School Board","765201","St Agnes of Assisi Catholic Elementary School","Vaughan",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","765201","St Agnes of Assisi Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","120 La Rocca Ave","Woodbridge","Ontario","L4H2A9","370",43.82976,-79.5621,25,100,0,5,10,0,10,10,0
2021-11-12,2021-11-15,"York Catholic District School Board","777161","St Benedict Catholic Elementary School","Markham",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","777161","St Benedict Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","50 Aldergrove Dr","Unionville","Ontario","L3R7E4","360",43.8315,-79.2905,60,100,10,15,20,0,20,20,0
2021-11-12,2021-11-15,"York Catholic District School Board","788112","St Elizabeth Catholic High School","Vaughan",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","788112","St Elizabeth Catholic High School","Catholic","Not applicable","Secondary","English","9-12","525 New Westminster Dr","Thornhill","Ontario","L4J7X3","1435",43.80334,-79.4571,29,100,7,7,13,0,11,4,0
2021-11-12,2021-11-15,"York Catholic District School Board","792306","St Francis Xavier Catholic Elementary School","Markham",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","792306","St Francis Xavier Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","223 Highglen Ave","Markham","Ontario","L3S1Y4","550",43.84433,-79.2874,40,100,11,11,13,0,23,15,0
2021-11-12,2021-11-15,"York Catholic District School Board","727300","St John Chrysostom Catholic Elementary School","Newmarket",1,0," 0",1,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","727300","St John Chrysostom Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","800 Joe Persechini Dr","Newmarket","Ontario","L3X2S6","275",44.02969,-79.4773,15,100,5,5,20,0,10,5,0
2021-11-12,2021-11-15,"York Catholic District School Board","750581","St John Paul II Catholic Elementary School","Richmond Hill",7,0," 0",7,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","750581","St John Paul II Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","155 Red Maple Rd","Richmond Hill","Ontario","L4B4P9","255",43.84508,-79.4241,40,95,5,5,10,0,20,0,0
2021-11-12,2021-11-15,"York Catholic District School Board","830437","St Mary Catholic Elementary School","King",2,0," 0",2,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","825867","St Mary School","Catholic","Not applicable","Elementary","English","5-8","347 Lyle St","London","Ontario","N5W3R3","240",42.988,-81.2284,5,100,0,0,5,0,10,0,0
2021-11-12,2021-11-15,"York Catholic District School Board","728752","St Mary of the Angels Catholic Elementary School","Vaughan",3,0," 0",3,"B67075","York CDSB","Cath Dist Sch Brd (E/F)","728752","St Mary of the Angels Catholic Elementary School","Catholic","Not applicable","Elementary","English","JK-8","351 Vellore Park Avenue","Woodbridge","Ontario","L4H0E4","800",43.85473,-79.5593,15,100,3,3,9,0,12,5,0
2021-11-12,2021-11-15,"York Catholic District School Board","836273","St Nicholas Catholic Elementary School","Newmarket",0,1," 0",1,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","798986","St. Nicholas Senior Separate School","Catholic","Not applicable","Elementary","English","JK-8","1956 Shore Rd","London","Ontario","N6K0B4","395",42.96889,-81.3623,10,100,15,15,5,0,15,0,0
2021-11-12,2021-11-15,"York Catholic District School Board","838314","St Patrick Catholic Elementary School","King",9,0," 0",9,"B67032","London District Catholic School Board","Cath Dist Sch Brd (E/F)","836915","St Patrick Separate School","Catholic","Not applicable","Elementary","English","JK-8","33654 Roman Line RR 3","Lucan","Ontario","N0M2J0","235",43.17463,-81.3692,0,100,0,0,10,0,10,5,0
2021-11-12,2021-11-15,"York Region District School Board","112387","Anne Frank Public School","Vaughan",5,0," 0",5,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","112387","Anne Frank Public School","Public","Not applicable","Elementary","English","JK-8","431 Ilan Ramon Blvd","Maple","Ontario","L6A0X2","680",43.8594,-79.4652,35,100,6,6,9,0,9,0,0
2021-11-12,2021-11-15,"York Region District School Board","026530","Ashton Meadows Public School","Markham",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","026530","Ashton Meadows Public School","Public","Not applicable","Elementary","English","JK-8","230 Calvert Rd","Markham","Ontario","L6C1T5","330",43.87291,-79.3596,60,100,5,5,10,35,20,0,0
2021-11-12,2021-11-15,"York Region District School Board","893978","Bayview Secondary School","Richmond Hill",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","893978","Bayview Secondary School","Public","Not applicable","Secondary","English","9-12","10077 Bayview Ave","Richmond Hill","Ontario","L4C2L4","1680",43.87822,-79.4149,63,99,13,13,8,8,22,3,0
2021-11-12,2021-11-15,"York Region District School Board","418445","Bond Lake Public School","Richmond Hill",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","418445","Bond Lake Public School","Public","Not applicable","Elementary","English","JK-8","245 Old Colony Road","Richmond Hill","Ontario","L4E5B9","585",43.93866,-79.4397,59,100,10,10,14,1,16,3,0
2021-11-12,2021-11-15,"York Region District School Board","136875","Denne Public School","Newmarket",1,0," 0",1,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","136875","Denne Public School","Public","Not applicable","Elementary","English","JK-8","330 Burford St","Newmarket","Ontario","L3Y6L1","335",44.07071,-79.4625,20,100,0,5,15,0,10,0,0
2021-11-12,2021-11-15,"York Region District School Board","904970","Dr John M Denison Secondary School","Newmarket",2,1," 0",3,"B66095","York Region DSB","Pub Dist Sch Brd (E/F)","904970","Dr John M Denison Secondary School","Public","Not applicable","Secondary","English","9-12","135 Bristol Rd","Newmarket","Ontario","L3Y8J7","880",44.06902,-79.4771,29,100,6,6,27,0,10,3,0
