Date,ACT_Hsi_RSS01,ACT_Hsi_RSS02,ACT_Hsi_RSS03,ACT_Hsi_RSS04,ACT_Hsi_RSS05,ACT_Hsi_RSS06,ACT_Hsi_RSS07,ACT_Hsi_RSS08,ACT_Hsi_RSS09,ACT_Hsi_RSS10,ACT_Hsi_RSS11,ACT_Hsi_RSS12,ACT_Hsi_RSS13,ACT_Hsi_RSS14,ACT_Hsi_RSS15,ACT_Hsi_RSS16,ACT_Hsi_RSS17,ACT_Hsi_RSS18,ACT_Hsi_RSS99,ACT_Si_RSS01,ACT_Si_RSS02,ACT_Si_RSS03,ACT_Si_RSS04,ACT_Si_RSS05,ACT_Si_RSS06,ACT_Si_RSS07,ACT_Si_RSS08,ACT_Si_RSS09,ACT_Si_RSS10,ACT_Si_RSS11,ACT_Si_RSS12,ACT_Si_RSS13,ACT_Si_RSS14,ACT_Si_RSS15,ACT_Si_RSS16,ACT_Si_RSS17,ACT_Si_RSS18,ACT_Si_RSS99,ACT_Total_RSS01,ACT_Total_RSS02,ACT_Total_RSS03,ACT_Total_RSS04,ACT_Total_RSS05,ACT_Total_RSS06,ACT_Total_RSS07,ACT_Total_RSS08,ACT_Total_RSS09,ACT_Total_RSS10,ACT_Total_RSS11,ACT_Total_RSS12,ACT_Total_RSS13,ACT_Total_RSS14,ACT_Total_RSS15,ACT_Total_RSS16,ACT_Total_RSS17,ACT_Total_RSS18,ACT_Total_RSS99
11/23/2020,1,52,39,43,16,172,49,2,1,0,5,23,21,24,35,76,0,0,559,0,5,5,8,8,34,4,0,0,0,0,6,2,8,5,11,0,0,96,1,57,44,51,24,206,53,2,1,0,5,29,23,32,40,87,0,0,655
11/22/2020,2,50,42,45,12,154,49,2,1,0,5,20,24,23,39,68,0,0,536,0,8,5,6,7,31,4,0,0,0,0,8,2,10,5,12,0,0,98,2,58,47,51,19,185,53,2,1,0,5,28,26,33,44,80,0,0,634
11/21/2020,2,54,43,43,13,151,50,2,1,0,5,21,24,28,36,66,0,0,539,0,7,5,9,8,33,3,0,0,0,0,8,2,9,4,15,0,0,103,2,61,48,52,21,184,53,2,1,0,5,29,26,37,40,81,0,0,642
11/20/2020,1,47,46,43,15,158,50,2,1,0,4,24,24,27,36,69,0,0,547,0,7,4,8,9,32,2,0,0,0,0,9,2,10,3,13,0,0,99,1,54,50,51,24,190,52,2,1,0,4,33,26,37,39,82,0,0,646
11/19/2020,0,41,44,40,14,155,54,2,0,0,7,24,20,23,37,67,0,0,528,0,10,5,8,8,29,2,0,0,0,0,8,2,10,3,11,0,0,96,0,51,49,48,22,184,56,2,0,0,7,32,22,33,40,78,0,0,624
11/18/2020,0,38,46,42,18,162,56,2,0,0,7,27,22,25,36,69,0,0,550,0,10,5,9,9,32,2,0,0,0,0,6,2,13,2,11,0,0,101,0,48,51,51,27,194,58,2,0,0,7,33,24,38,38,80,0,0,651
11/17/2020,1,36,46,36,19,165,58,2,0,0,7,23,20,25,43,71,0,0,552,0,9,6,10,9,31,3,0,0,0,0,6,1,12,1,12,0,0,100,1,45,52,46,28,196,61,2,0,0,7,29,21,37,44,83,0,0,652
11/16/2020,1,35,43,34,17,160,56,2,0,0,6,23,22,24,42,73,0,0,538,0,9,7,9,9,32,3,0,0,0,0,6,1,10,2,12,0,0,100,1,44,50,43,26,192,59,2,0,0,6,29,23,34,44,85,0,0,638
11/15/2020,0,34,39,32,19,141,55,2,0,0,6,24,23,23,39,67,0,0,504,0,8,7,7,5,28,2,0,0,0,0,6,0,10,3,11,0,0,87,0,42,46,39,24,169,57,2,0,0,6,30,23,33,42,78,0,0,591
11/14/2020,1,29,36,35,16,144,53,2,0,0,5,21,23,24,44,65,0,0,498,0,8,8,8,5,29,3,0,0,0,0,5,0,10,3,10,0,0,89,1,37,44,43,21,173,56,2,0,0,5,26,23,34,47,75,0,0,587
11/13/2020,1,26,36,35,16,145,50,2,0,0,8,21,23,23,47,68,0,0,501,0,6,7,8,3,29,3,0,0,0,0,5,0,9,3,9,0,0,82,1,32,43,43,19,174,53,2,0,0,8,26,23,32,50,77,0,0,583
11/12/2020,2,23,37,31,20,150,52,2,0,0,8,15,21,21,51,65,0,0,498,0,8,7,6,3,29,3,0,0,0,0,8,0,9,3,9,0,0,85,2,31,44,37,23,179,55,2,0,0,8,23,21,30,54,74,0,0,583
11/11/2020,2,23,38,30,19,155,48,2,0,0,7,15,20,24,53,61,0,0,497,0,7,7,6,3,29,4,0,0,0,0,7,0,10,3,10,0,0,86,2,30,45,36,22,184,52,2,0,0,7,22,20,34,56,71,0,0,583
11/10/2020,2,27,35,27,19,153,44,2,0,0,8,18,19,21,52,62,0,0,489,0,5,9,5,4,26,4,0,0,0,0,9,0,11,3,8,0,0,84,2,32,44,32,23,179,48,2,0,0,8,27,19,32,55,70,0,0,573
11/09/2020,2,21,38,20,18,146,44,2,0,0,4,20,17,17,46,57,0,0,452,0,4,10,4,4,26,3,0,0,0,0,9,0,11,3,8,0,0,82,2,25,48,24,22,172,47,2,0,0,4,29,17,28,49,65,0,0,534
11/08/2020,4,22,46,25,10,141,45,2,0,0,6,20,15,19,48,61,0,0,464,0,3,11,3,2,27,4,0,0,0,0,7,1,9,2,7,0,0,76,4,25,57,28,12,168,49,2,0,0,6,27,16,28,50,68,0,0,540
11/07/2020,2,18,44,28,10,137,41,2,0,0,4,23,17,18,45,61,0,0,450,0,3,11,3,2,29,4,0,0,0,0,6,1,9,2,7,0,0,77,2,21,55,31,12,166,45,2,0,0,4,29,18,27,47,68,0,0,527
11/06/2020,2,18,42,31,11,131,42,2,0,0,4,23,17,17,43,62,0,0,445,0,3,11,3,2,28,3,0,0,0,0,6,2,11,2,7,0,0,78,2,21,53,34,13,159,45,2,0,0,4,29,19,28,45,69,0,0,523
11/05/2020,2,19,49,25,11,136,49,2,0,0,3,26,18,16,42,64,0,0,462,0,2,12,3,2,29,3,0,0,0,0,7,1,10,1,7,0,0,77,2,21,61,28,13,165,52,2,0,0,3,33,19,26,43,71,0,0,539
11/04/2020,2,20,50,27,11,131,45,2,0,0,6,23,18,18,41,62,0,0,456,0,2,13,3,3,29,4,0,0,0,0,8,1,8,1,10,0,0,82,2,22,63,30,14,160,49,2,0,0,6,31,19,26,42,72,0,0,538
11/03/2020,0,18,54,23,14,128,44,2,0,0,9,27,16,18,40,65,0,0,458,0,3,12,3,4,31,3,0,0,0,0,6,1,8,1,9,0,0,81,0,21,66,26,18,159,47,2,0,0,9,33,17,26,41,74,0,0,539
11/02/2020,2,20,54,22,15,116,36,2,0,0,9,26,15,18,42,64,0,0,441,0,2,13,4,4,32,3,0,0,0,0,8,1,9,0,9,0,0,85,2,22,67,26,19,148,39,2,0,0,9,34,16,27,42,73,0,0,526
11/01/2020,2,21,53,21,11,120,35,2,0,0,5,25,14,14,36,59,0,0,418,0,1,13,5,3,28,3,0,0,0,0,9,2,8,2,7,0,0,81,2,22,66,26,14,148,38,2,0,0,5,34,16,22,38,66,0,0,499
10/31/2020,2,23,55,20,12,117,27,2,0,0,6,24,15,15,37,57,0,0,412,0,2,12,5,4,28,2,0,0,0,0,10,2,7,3,9,0,0,84,2,25,67,25,16,145,29,2,0,0,6,34,17,22,40,66,0,0,496
10/30/2020,2,20,60,23,12,119,32,2,0,0,5,24,16,17,27,62,0,0,421,0,4,12,5,4,27,2,0,0,0,0,7,3,7,1,10,0,0,82,2,24,72,28,16,146,34,2,0,0,5,31,19,24,28,72,0,0,503
10/29/2020,1,21,67,22,12,130,29,2,0,0,4,27,14,15,29,61,0,0,434,1,4,11,5,3,26,2,0,0,0,0,7,3,7,2,10,0,0,81,2,25,78,27,15,156,31,2,0,0,4,34,17,22,31,71,0,0,515
10/28/2020,1,19,71,16,12,130,27,2,0,0,4,34,14,14,25,62,0,0,431,1,3,12,5,3,26,1,0,0,0,0,5,4,7,1,10,0,0,78,2,22,83,21,15,156,28,2,0,0,4,39,18,21,26,72,0,0,509
10/27/2020,2,20,78,19,11,130,27,2,0,0,7,31,15,12,25,58,0,0,437,1,4,15,4,3,27,1,0,0,0,0,9,4,8,2,11,0,0,89,3,24,93,23,14,157,28,2,0,0,7,40,19,20,27,69,0,0,526
10/26/2020,3,17,88,22,9,119,24,2,0,0,6,33,17,13,24,59,0,0,436,1,4,16,4,3,27,1,0,0,0,0,9,4,7,2,13,0,0,91,4,21,104,26,12,146,25,2,0,0,6,42,21,20,26,72,0,0,527
10/25/2020,2,16,84,20,7,109,24,2,0,0,6,35,17,13,22,59,0,0,416,1,2,18,4,2,31,1,0,0,0,0,8,4,7,2,13,0,0,93,3,18,102,24,9,140,25,2,0,0,6,43,21,20,24,72,0,0,509
10/24/2020,3,17,82,22,7,110,24,3,0,0,6,33,19,14,21,59,0,0,420,1,2,18,4,2,34,1,0,0,0,1,9,4,6,2,13,0,0,97,4,19,100,26,9,144,25,3,0,0,7,42,23,20,23,72,0,0,517
10/23/2020,3,18,85,18,8,110,24,3,0,0,5,40,18,12,18,59,0,0,421,1,2,16,4,3,33,1,0,0,0,0,8,4,6,2,13,0,0,93,4,20,101,22,11,143,25,3,0,0,5,48,22,18,20,72,0,0,514
10/22/2020,3,18,76,14,9,108,23,5,0,0,5,40,22,9,14,58,0,0,404,1,2,18,4,4,34,1,0,0,0,0,8,5,7,2,13,0,0,99,4,20,94,18,13,142,24,5,0,0,5,48,27,16,16,71,0,0,503
10/21/2020,3,19,72,16,12,106,25,5,0,0,8,45,20,10,11,61,0,0,413,1,3,18,4,4,33,1,0,0,0,0,10,5,6,2,14,0,0,101,4,22,90,20,16,139,26,5,0,0,8,55,25,16,13,75,0,0,514
10/20/2020,3,20,80,22,11,105,23,4,0,0,8,48,20,11,13,66,0,0,434,1,1,15,4,4,33,1,0,0,0,0,8,5,6,3,13,0,0,94,4,21,95,26,15,138,24,4,0,0,8,56,25,17,16,79,0,0,528
10/19/2020,4,15,83,20,10,104,22,4,0,0,8,42,19,10,13,75,0,0,429,2,2,14,4,5,36,1,0,0,0,0,12,5,4,4,11,0,0,100,6,17,97,24,15,140,23,4,0,0,8,54,24,14,17,86,0,0,529
10/18/2020,4,15,86,16,6,100,22,5,0,0,5,45,18,7,16,61,0,0,406,2,0,15,4,2,34,1,0,0,0,0,10,3,4,5,12,0,0,92,6,15,101,20,8,134,23,5,0,0,5,55,21,11,21,73,0,0,498
10/17/2020,4,13,89,17,6,100,21,5,0,0,5,39,15,8,16,66,0,0,404,1,0,13,3,2,34,1,0,0,0,0,12,3,4,4,11,0,0,88,5,13,102,20,8,134,22,5,0,0,5,51,18,12,20,77,0,0,492
10/16/2020,4,13,89,19,7,100,17,5,0,0,5,44,13,7,14,56,0,0,393,1,0,13,4,2,33,1,0,0,0,0,11,4,4,3,9,0,0,85,5,13,102,23,9,133,18,5,0,0,5,55,17,11,17,65,0,0,478
10/15/2020,4,11,89,22,8,98,15,5,0,0,4,34,12,6,15,58,0,0,381,1,1,13,4,1,36,1,0,0,0,0,11,4,4,3,8,0,0,87,5,12,102,26,9,134,16,5,0,0,4,45,16,10,18,66,0,0,468
10/14/2020,6,9,88,19,8,99,15,5,0,0,6,34,13,4,15,56,0,0,377,1,1,11,2,1,35,1,0,0,0,0,10,5,4,2,10,0,0,83,7,10,99,21,9,134,16,5,0,0,6,44,18,8,17,66,0,0,460
10/13/2020,6,10,83,19,6,101,14,5,0,0,8,35,17,2,16,53,0,0,375,3,0,9,2,1,31,1,0,0,0,0,12,3,4,3,11,0,0,80,9,10,92,21,7,132,15,5,0,0,8,47,20,6,19,64,0,0,455
10/12/2020,6,9,83,17,4,92,12,4,0,0,6,42,15,3,14,44,0,0,351,3,0,8,3,1,35,1,0,0,0,0,12,3,4,3,12,0,0,85,9,9,91,20,5,127,13,4,0,0,6,54,18,7,17,56,0,0,436
10/11/2020,6,8,82,17,4,96,10,4,0,0,7,37,16,2,15,46,0,0,350,2,0,7,3,1,32,3,0,0,0,0,11,3,4,1,8,0,0,75,8,8,89,20,5,128,13,4,0,0,7,48,19,6,16,54,0,0,425
10/10/2020,6,4,82,10,4,89,11,4,0,0,6,36,17,3,16,47,0,0,335,1,0,7,4,1,30,3,0,0,0,0,10,5,3,1,7,0,0,72,7,4,89,14,5,119,14,4,0,0,6,46,22,6,17,54,0,0,407
10/09/2020,6,3,78,9,4,90,10,5,0,0,8,39,21,2,13,54,0,0,342,1,0,12,3,1,30,3,0,0,0,0,8,5,3,0,7,0,0,73,7,3,90,12,5,120,13,5,0,0,8,47,26,5,13,61,0,0,415
10/08/2020,7,1,82,9,5,102,11,5,0,0,3,30,17,2,11,52,0,0,337,0,0,12,2,2,27,3,0,0,0,0,5,5,3,0,8,0,0,67,7,1,94,11,7,129,14,5,0,0,3,35,22,5,11,60,0,0,404
10/07/2020,8,1,77,6,6,104,14,5,0,0,2,28,15,3,12,50,0,0,331,0,0,13,2,1,28,3,0,0,0,0,6,4,3,0,8,0,0,68,8,1,90,8,7,132,17,5,0,0,2,34,19,6,12,58,0,0,399
10/06/2020,9,1,70,7,6,104,13,5,0,0,3,28,16,0,11,49,0,0,322,0,0,11,1,2,25,4,0,0,0,0,6,4,3,0,6,0,0,62,9,1,81,8,8,129,17,5,0,0,3,34,20,3,11,55,0,0,384
10/05/2020,13,1,73,5,5,96,12,4,0,0,3,31,17,0,12,38,0,0,310,0,0,9,2,1,26,4,0,0,0,0,6,5,3,0,11,0,0,67,13,1,82,7,6,122,16,4,0,0,3,37,22,3,12,49,0,0,377
10/04/2020,16,1,70,4,3,88,11,4,0,0,1,30,17,1,9,25,0,0,280,0,0,9,1,1,21,4,0,0,0,0,7,5,2,0,12,0,0,62,16,1,79,5,4,109,15,4,0,0,1,37,22,3,9,37,0,0,342
10/03/2020,11,1,61,4,3,72,14,4,0,0,1,29,16,2,9,24,0,0,251,0,0,13,1,1,23,2,0,0,0,0,7,4,1,0,12,0,0,64,11,1,74,5,4,95,16,4,0,0,1,36,20,3,9,36,0,0,315
10/02/2020,9,0,54,4,4,77,13,4,0,0,1,33,15,2,8,23,0,0,247,0,0,13,2,1,22,2,0,0,0,0,6,2,0,0,12,0,0,60,9,0,67,6,5,99,15,4,0,0,1,39,17,2,8,35,0,0,307
10/01/2020,8,0,48,1,7,75,13,4,0,0,1,31,14,0,10,24,0,0,236,0,0,11,0,0,20,1,0,0,0,0,6,1,1,0,9,0,0,49,8,0,59,1,7,95,14,4,0,0,1,37,15,1,10,33,0,0,285
09/30/2020,6,0,53,2,4,61,9,4,0,0,0,24,15,0,15,24,0,0,217,0,0,11,0,0,20,1,0,0,0,0,8,0,1,0,5,0,0,46,6,0,64,2,4,81,10,4,0,0,0,32,15,1,15,29,0,0,263
09/29/2020,8,0,54,2,7,56,7,3,0,0,0,18,22,1,13,18,0,0,209,0,0,11,0,0,20,1,0,0,0,0,6,0,1,0,4,0,0,43,8,0,65,2,7,76,8,3,0,0,0,24,22,2,13,22,0,0,252
09/28/2020,5,0,50,3,7,54,5,2,0,0,0,17,25,0,10,22,0,0,200,0,0,10,0,1,16,1,0,0,0,0,6,0,1,0,6,0,0,41,5,0,60,3,8,70,6,2,0,0,0,23,25,1,10,28,0,0,241
09/27/2020,3,0,48,4,2,44,3,2,0,0,1,14,23,0,7,20,0,0,171,0,0,7,0,0,17,1,0,0,0,0,4,0,1,0,7,0,0,37,3,0,55,4,2,61,4,2,0,0,1,18,23,1,7,27,0,0,208
09/26/2020,3,0,49,3,2,45,3,2,0,0,0,14,24,1,7,19,0,0,172,0,0,8,0,0,17,1,0,0,0,0,5,0,2,0,8,0,0,41,3,0,57,3,2,62,4,2,0,0,0,19,24,3,7,27,0,0,213
09/25/2020,3,0,49,3,2,52,3,2,0,0,0,14,22,2,7,13,0,0,172,0,0,9,0,0,18,1,0,0,0,0,4,0,2,0,11,0,0,45,3,0,58,3,2,70,4,2,0,0,0,18,22,4,7,24,0,0,217
09/24/2020,3,0,51,3,1,48,5,2,0,0,0,12,22,2,8,9,0,0,166,0,0,6,0,0,14,1,0,0,0,0,5,0,2,0,5,0,0,33,3,0,57,3,1,62,6,2,0,0,0,17,22,4,8,14,0,0,199
09/23/2020,1,0,46,0,1,45,6,0,0,0,0,12,23,2,9,8,0,0,153,0,0,6,0,0,12,1,0,0,0,0,4,0,2,0,6,0,0,31,1,0,52,0,1,57,7,0,0,0,0,16,23,4,9,14,0,0,184
09/22/2020,1,0,40,0,1,46,6,0,0,0,0,10,21,0,12,8,0,0,145,0,0,5,0,0,12,1,0,0,0,0,5,1,2,0,4,0,0,30,1,0,45,0,1,58,7,0,0,0,0,15,22,2,12,12,0,0,175
09/21/2020,1,0,36,0,2,45,7,0,0,0,0,8,19,0,11,8,0,0,137,0,0,4,0,0,12,1,0,0,0,0,4,1,2,0,4,0,0,28,1,0,40,0,2,57,8,0,0,0,0,12,20,2,11,12,0,0,165
09/20/2020,1,0,31,0,1,41,6,0,0,0,0,6,13,0,10,6,0,0,115,0,0,4,0,0,15,1,0,0,0,0,4,1,2,0,3,0,0,30,1,0,35,0,1,56,7,0,0,0,0,10,14,2,10,9,0,0,145
09/19/2020,0,0,25,0,1,40,3,0,0,0,0,7,11,0,10,7,0,0,104,0,0,4,0,0,14,2,0,0,0,0,4,2,1,0,4,0,0,31,0,0,29,0,1,54,5,0,0,0,0,11,13,1,10,11,0,0,135
09/18/2020,0,0,22,0,1,41,3,0,0,0,0,6,10,0,8,6,0,0,97,0,0,5,0,0,13,2,0,0,0,0,3,3,1,0,4,0,0,31,0,0,27,0,1,54,5,0,0,0,0,9,13,1,8,10,0,0,128
09/17/2020,0,0,26,0,1,41,2,0,0,0,0,6,10,0,10,7,0,0,103,0,0,5,0,0,14,2,0,0,0,0,2,3,1,0,3,0,0,30,0,0,31,0,1,55,4,0,0,0,0,8,13,1,10,10,0,0,133
09/16/2020,0,0,30,0,0,42,2,0,0,0,0,6,10,0,10,4,0,0,104,0,0,5,0,0,14,2,0,0,0,0,1,3,1,0,3,0,0,29,0,0,35,0,0,56,4,0,0,0,0,7,13,1,10,7,0,0,133
09/15/2020,0,0,31,0,0,42,1,0,0,0,0,2,10,0,11,4,0,0,101,0,0,5,0,0,12,2,0,0,0,0,0,3,2,0,2,0,0,26,0,0,36,0,0,54,3,0,0,0,0,2,13,2,11,6,0,0,127
09/14/2020,0,1,33,0,0,43,2,0,0,0,0,2,11,0,11,4,0,0,107,0,0,5,0,0,11,1,0,0,0,0,0,3,1,0,2,0,0,23,0,1,38,0,0,54,3,0,0,0,0,2,14,1,11,6,0,0,130
09/13/2020,0,1,28,0,1,38,2,0,0,0,0,1,11,0,15,5,0,0,102,0,0,4,0,0,11,1,0,0,0,0,0,3,0,0,0,0,0,19,0,1,32,0,1,49,3,0,0,0,0,1,14,0,15,5,0,0,121
09/12/2020,0,1,25,0,1,40,1,0,0,0,0,2,11,1,14,6,0,0,102,0,0,5,0,0,10,1,0,0,0,0,0,3,0,0,0,0,0,19,0,1,30,0,1,50,2,0,0,0,0,2,14,1,14,6,0,0,121
09/11/2020,0,1,27,0,3,40,1,0,0,0,0,1,12,1,14,6,0,0,106,0,0,4,0,0,9,1,0,0,0,0,0,2,0,0,0,0,0,16,0,1,31,0,3,49,2,0,0,0,0,1,14,1,14,6,0,0,122
09/10/2020,0,1,24,0,3,43,3,0,0,0,0,1,12,1,14,6,0,0,108,0,0,2,0,0,6,1,0,0,0,0,0,2,0,0,1,0,0,12,0,1,26,0,3,49,4,0,0,0,0,1,14,1,14,7,0,0,120
09/09/2020,0,1,23,0,2,44,3,0,0,0,0,0,10,1,14,6,0,0,104,0,0,1,0,0,7,1,0,0,0,0,0,2,0,0,1,0,0,12,0,1,24,0,2,51,4,0,0,0,0,0,12,1,14,7,0,0,116
09/08/2020,0,1,20,0,1,42,3,0,0,0,0,0,8,0,14,7,0,0,96,0,0,2,0,0,7,1,0,0,0,0,0,2,1,0,1,0,0,14,0,1,22,0,1,49,4,0,0,0,0,0,10,1,14,8,0,0,110
09/07/2020,0,2,18,0,0,34,4,0,0,0,0,0,8,1,13,7,0,0,87,0,0,2,0,1,7,1,0,0,0,0,0,2,1,0,1,0,0,15,0,2,20,0,1,41,5,0,0,0,0,0,10,2,13,8,0,0,102
09/06/2020,0,2,15,0,0,34,3,0,0,0,0,0,9,1,13,7,0,0,84,0,0,2,0,1,8,1,0,0,0,0,0,2,1,0,3,0,0,18,0,2,17,0,1,42,4,0,0,0,0,0,11,2,13,10,0,0,102
09/05/2020,0,0,14,0,0,33,3,0,0,0,0,0,10,1,13,7,0,0,81,0,0,1,0,2,8,1,0,0,0,0,0,2,1,0,3,0,0,18,0,0,15,0,2,41,4,0,0,0,0,0,12,2,13,10,0,0,99
09/04/2020,0,0,9,0,0,31,2,0,0,0,0,0,11,1,14,6,0,0,74,0,0,0,0,2,9,1,0,0,0,0,0,2,0,0,3,0,0,17,0,0,9,0,2,40,3,0,0,0,0,0,13,1,14,9,0,0,91
09/03/2020,0,0,9,0,1,35,3,0,0,0,0,0,13,1,13,6,0,0,81,0,0,0,0,1,10,1,0,0,0,0,0,1,0,0,5,0,0,18,0,0,9,0,2,45,4,0,0,0,0,0,14,1,13,11,0,0,99
09/02/2020,0,0,6,0,1,34,3,0,0,0,0,1,11,1,15,5,0,0,77,0,0,0,0,1,11,1,0,0,0,0,0,1,1,1,4,0,0,20,0,0,6,0,2,45,4,0,0,0,0,1,12,2,16,9,0,0,97
09/01/2020,0,0,5,0,1,37,4,0,0,0,0,1,12,1,20,5,0,0,86,0,0,0,0,1,11,1,0,0,0,0,0,1,1,1,4,0,0,20,0,0,5,0,2,48,5,0,0,0,0,1,13,2,21,9,0,0,106
08/31/2020,0,0,4,0,0,38,4,0,0,0,0,1,11,2,22,8,0,0,90,0,0,0,0,2,11,1,0,0,0,0,0,1,0,1,4,0,0,20,0,0,4,0,2,49,5,0,0,0,0,1,12,2,23,12,0,0,110
08/30/2020,0,0,5,0,0,42,4,0,0,0,0,0,12,2,19,10,0,0,94,0,0,0,0,1,10,1,0,0,0,0,1,1,0,1,3,0,0,18,0,0,5,0,1,52,5,0,0,0,0,1,13,2,20,13,0,0,112
08/29/2020,0,0,3,0,0,45,4,0,0,0,0,0,14,3,21,10,0,0,100,0,0,0,0,1,9,1,0,0,0,0,1,0,0,1,3,0,0,16,0,0,3,0,1,54,5,0,0,0,0,1,14,3,22,13,0,0,116
08/28/2020,0,0,3,1,0,44,4,0,0,0,0,0,15,3,20,10,0,0,100,0,0,0,0,1,9,1,0,0,0,0,0,0,0,2,4,0,0,17,0,0,3,1,1,53,5,0,0,0,0,0,15,3,22,14,0,0,117
08/27/2020,0,0,3,1,0,47,4,0,0,0,0,0,14,3,19,9,0,0,100,0,0,0,0,2,7,1,0,0,0,0,0,0,0,2,5,0,0,17,0,0,3,1,2,54,5,0,0,0,0,0,14,3,21,14,0,0,117
08/26/2020,0,0,3,0,0,49,5,0,0,0,0,0,13,2,19,9,0,0,100,0,0,0,0,2,7,0,0,0,0,0,0,0,0,2,4,0,0,15,0,0,3,0,2,56,5,0,0,0,0,0,13,2,21,13,0,0,115
08/25/2020,0,0,3,0,0,50,4,0,0,0,0,0,9,2,19,11,0,0,98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,0,12,0,0,3,0,0,56,4,0,0,0,0,0,9,2,21,15,0,0,110
08/24/2020,0,0,3,0,0,52,4,0,0,0,0,0,9,3,23,12,0,0,106,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,0,12,0,0,3,0,0,58,4,0,0,0,0,0,9,3,25,16,0,0,118
08/23/2020,0,0,3,0,0,51,3,0,0,0,0,0,9,3,24,10,0,0,103,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,4,0,0,12,0,0,3,0,0,57,3,0,0,0,0,0,9,3,26,14,0,0,115
08/22/2020,0,0,3,0,0,49,3,0,0,0,0,0,9,3,26,10,0,0,103,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,5,0,0,14,0,0,3,0,0,56,3,0,0,0,0,0,9,3,28,15,0,0,117
08/21/2020,0,0,3,0,0,52,4,0,0,0,0,0,9,3,27,10,0,0,108,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,6,0,0,16,0,0,3,0,0,59,4,0,0,0,0,0,9,4,29,16,0,0,124
